Nome;Estado;NAlunos;NotaPT;NotaRed;NotaMat;NotaCH;NotaCN
Escola8324;PR;139;530.82;555.83;512.22;568.2;500.73
Escola8325;PR;38;523.58;481.05;455.62;551.59;480.7
Escola8326;PR;38;504.28;462.63;453.54;541.48;468.01
Escola8327;PR;48;523.38;440.83;461.59;548.24;488.35
Escola8328;PR;26;494.07;417.69;418.48;505.22;448.6
Escola8329;PR;24;558.73;616.67;527.85;597.25;561.4
Escola8330;PR;21;517.1;528.57;444.58;573.7;507.9
Escola8331;PR;23;474.5;417.39;428.6;513.28;465.37
Escola8332;PR;34;445.84;376.47;415.77;492.17;431
Escola8333;PR;30;506.9;466;478.66;561.72;490.94
Escola8334;PR;30;490.41;495.33;455.23;555.45;480.81
Escola8335;PR;150;500.32;462;448.48;533.49;472.97
Escola8336;PR;24;562.83;597.5;569.6;606.39;546.87
Escola8337;PR;11;534.25;470.91;486.05;570.95;495.84
Escola8338;PR;14;529.41;518.57;494.16;562.04;523.59
Escola8339;PR;16;485.39;487.5;423.39;541.06;461.91
Escola8340;PR;43;507.35;507.44;476.77;549.17;485.52
Escola8341;PR;11;583.35;643.64;586.34;608.41;559.26
Escola8342;PR;16;557.17;597.5;525.25;610.49;546.05
Escola8343;PR;99;530.3;509.9;508.78;574.72;507.85
Escola8344;PR;37;509.77;523.24;471.15;555.52;494.61
Escola8345;PR;23;519.31;499.13;500.18;556.15;512.65
Escola8346;PR;17;458.47;285.88;405.21;484.86;425.46
Escola8347;PR;144;501.05;456.67;459.16;540.33;470.68
Escola8348;PR;19;482.48;473.68;443.26;531.75;447.67
Escola8349;PR;20;477.72;436;439.11;515.24;456.47
Escola8350;PR;21;494.45;443.81;494.86;547.17;480.31
Escola8351;PR;120;509.72;502.5;487.45;557.41;485.32
Escola8352;PR;28;507.18;479.29;453.08;543.71;470.33
Escola8353;PR;41;508.81;497.56;460.29;563.89;480.76
Escola8354;PR;22;492.45;469.09;443.99;547.34;475.25
Escola8355;PR;15;501.88;462.67;488.82;565.34;509.53
Escola8356;PR;101;493.12;472.28;434.84;528.02;472.28
Escola8357;PR;13;549.25;507.69;566.19;602.39;538.82
Escola8358;PR;22;465.33;389.09;449.53;516.86;457.76
Escola8359;PR;10;495.61;486;455.04;508.79;468.47
Escola8360;PR;42;499.02;458.57;484.46;539.98;478.07
Escola8361;PR;48;489.38;430;460.2;523.1;461.87
Escola8362;PR;20;498.51;434;442.74;526.74;480.05
Escola8363;PR;37;514.84;541.08;494.15;548.54;475.64
Escola8364;PR;34;482.49;451.76;486.76;539.27;505.4
Escola8365;PR;66;514.94;482.12;473.46;542.72;476.36
Escola8366;PR;27;572.97;642.22;637.34;619.2;568.58
Escola8367;PR;88;527.33;506.14;499.06;564.42;507.24
Escola8368;PR;150;523.61;494.13;501.62;558.64;496.34
Escola8369;PR;27;567.76;624.44;566.76;611.09;562.43
Escola8370;PR;32;562.6;665;627.62;623.49;568.82
Escola8371;PR;39;534.6;512.82;508.11;579.46;494.4
Escola8372;PR;78;482.26;470;435.26;516.74;461.82
Escola8373;PR;14;431.89;337.14;416.16;485.76;415.46
Escola8374;PR;44;508.08;452.73;440.62;520.57;472.5
Escola8375;PR;39;485.31;412.82;460.9;516.33;481.15
Escola8376;PR;95;513.83;490.32;493.24;543.68;493.95
Escola8377;PR;36;485.06;476.67;439.11;511.09;454.4
Escola8378;PR;123;510.06;466.34;468.31;553.02;481.82
Escola8379;PR;23;496.3;477.39;473.17;546.8;471.88
Escola8380;PR;14;468.75;507.14;454.09;548.11;490.48
Escola8381;PR;12;515.8;515;502.6;556.34;523.93
Escola8382;PR;19;472.08;438.95;453.28;504.86;460.83
Escola8383;PR;89;509.49;504.27;479.52;546.59;480.78
Escola8384;PR;19;473.92;417.89;472.61;505.23;467.68
Escola8385;PR;14;504.06;477.14;423.57;542.81;458.51
Escola8386;PR;24;470.35;389.17;419.8;522.45;452.96
Escola8387;PR;16;516.61;437.5;502.21;534.56;470.66
Escola8388;PR;48;501.36;485.42;460.12;533.2;472.51
Escola8389;PR;19;474.73;385.26;460.21;503.16;456.47
Escola8390;PR;10;536.97;508;488.79;569.79;498.98
Escola8391;PR;50;473.17;426;442.19;514.96;468.54
Escola8392;PR;19;511.78;485.26;445.49;554.67;469.39
Escola8393;PR;12;471.58;446.67;458.85;496.79;449.59
Escola8394;PR;11;576.55;618.18;561.95;616.51;556.88
Escola8395;PR;22;573.6;612.73;525.82;606.38;537.62
Escola8396;PR;22;466.94;452.73;413.77;505.27;451.1
Escola8397;PR;16;464.28;326.25;417.13;491.97;440.85
Escola8398;PR;28;476.43;394.29;412.14;515.82;450.44
Escola8399;PR;42;472.12;468.57;426.91;520.38;475.56
Escola8400;PR;62;497.81;488.71;454.35;527.45;461.18
Escola8401;PR;14;499.61;482.86;487.31;546.76;500.69
Escola8402;PR;77;507.44;470.65;475.75;548.05;490.32
Escola8403;PR;11;467.87;436.36;396;465.93;442.02
Escola8404;PR;66;493.8;462.42;479.45;539.75;481.01
Escola8405;PR;12;496.33;403.33;466.45;559.74;473.2
Escola8406;PR;36;503.05;491.67;462.01;539.16;471.01
Escola8407;PR;39;480.39;462.05;483.43;541.02;471.49
Escola8408;PR;25;512.54;453.6;480.36;569;495.75
Escola8409;PR;62;514;455.81;467.85;553.19;481.5
Escola8410;PR;54;507.67;491.11;449.91;548.99;468.92
Escola8411;PR;65;504.62;494.66;464.4;531.3;469.97
Escola8412;PR;43;527.57;499.53;476.88;554.97;494.38
Escola8413;PR;64;513.05;475.94;468.42;550.06;475.95
Escola8414;PR;98;505.86;467.34;466.36;543.47;469.14
Escola8415;PR;103;506.87;475.22;471.26;535.48;475.18
Escola8416;PR;69;497.77;440.58;453.94;535.06;475.53
Escola8417;PR;29;515.22;432.41;443.81;538.8;494.05
Escola8418;PR;35;523.13;553.71;571.34;579.86;535.61
Escola8419;PR;27;596.69;662.22;616.12;633.23;584.98
Escola8420;PR;183;534.23;521.15;521.33;574.26;500.12
Escola8421;PR;10;561.63;650;548.85;602.48;546.27
Escola8422;PR;20;515.22;492;486.75;556.77;494.77
Escola8423;PR;94;551.48;564.26;540.49;587.81;542.57
Escola8424;PR;35;507.87;476.57;475.05;533.16;469.87
Escola8425;PR;14;481.82;455.71;431.1;518.71;468.35
Escola8426;PR;10;474.04;292;447.19;512.24;446.42
Escola8427;PR;20;560.61;506;566.76;591.2;529.05
Escola8428;PR;10;539.28;536;567;568.5;492.83
Escola8429;PR;47;486.6;433.19;474.11;523.6;476.28
Escola8430;PR;67;497.48;489.85;473.3;540.33;489.03
Escola8431;PR;24;548.67;556.67;539.36;600.29;531.4
Escola8432;PR;22;477.93;461.82;444.72;531.98;484.63
Escola8433;PR;84;468.28;396.19;436.56;516.46;463.62
Escola8434;PR;72;483.17;490.83;431.93;521.09;460.06
Escola8435;PR;40;523.96;501.5;490.67;556.7;519.49
Escola8436;PR;68;515.89;497.65;441.38;553.21;469.96
Escola8437;PR;37;491.9;470.81;446.28;524.56;475.07
Escola8438;PR;37;532.78;518.38;482.02;576;482.91
Escola8439;PR;24;525.04;536.67;516.31;560.43;489.51
Escola8440;PR;10;490.29;472;407.63;524.42;439.4
Escola8441;PR;51;491.96;482.75;438.64;533.28;455.46
Escola8442;PR;26;533.29;542.31;527.02;577.21;511.39
Escola8443;PR;11;484.71;552.73;551.02;560.95;522.92
Escola8444;PR;12;545.78;551.67;578.7;590.47;527.06
Escola8445;PR;30;504.22;459.33;473.74;538.18;478.84
Escola8446;PR;47;501.04;475.74;474;542.49;487.46
Escola8447;PR;68;508.24;452.35;453.82;540.89;473.18
Escola8448;PR;34;561.32;548.82;542.58;607.54;523.08
Escola8449;PR;23;516.9;623.26;468.63;563.47;505.35
Escola8450;PR;40;539.51;572;543.99;585.8;540.42
Escola8451;PR;15;534.1;501.33;517.07;588.31;551.13
Escola8452;PR;49;499.35;491.43;450.67;544.95;471.47
Escola8453;PR;91;494.6;515.82;453.55;536.74;482.93
Escola8454;PR;12;595.98;701.67;619.26;612.48;557.78
Escola8455;PR;22;480.02;497.27;466.58;521.7;463.14
Escola8456;PR;72;503.56;469.44;464.4;540.86;475.94
Escola8457;PR;21;486.61;429.52;424.27;530.37;465.6
Escola8458;PR;37;491.68;448.11;444.39;534.94;468.02
Escola8459;PR;54;486.93;446.3;456.96;517.63;471.37
Escola8460;PR;74;507.89;492.43;510.59;559.69;510.65
Escola8461;PR;22;500.85;514.55;484.27;556.9;468.06
Escola8462;PR;38;521.73;509.47;465.97;563.15;477.36
Escola8463;PR;34;505.63;476.47;451.5;549.86;478.71
Escola8464;PR;267;537.64;557;522.57;579.17;508.51
Escola8465;PR;68;526.25;532.35;496.54;568.02;495.8
Escola8466;PR;12;502.18;461.67;465.31;547.52;466.65
Escola8467;PR;11;528.42;545.45;440.19;562.09;505.18
Escola8468;PR;20;496.16;513;433.74;536.47;487.26
Escola8469;PR;69;521.15;517.1;492.76;551.26;483.82
Escola8470;PR;33;498.98;497.58;487.21;539.27;489.98
Escola8471;PR;64;513.97;488.13;489.44;567.51;502.68
Escola8472;PR;37;494.44;471.35;468.6;538.94;482.35
Escola8473;PR;20;535.93;494;522.4;566.71;510.12
Escola8474;PR;55;574.9;721.82;637.43;622.62;612
Escola8475;PR;20;556.43;638;564.64;598.79;552.48
Escola8476;PR;24;576.68;645.83;536.74;618.74;535.85
Escola8477;PR;91;579.81;646.59;591.97;612.49;569.68
Escola8478;PR;115;526.41;545.74;511.2;561.49;498.65
Escola8479;PR;30;523.01;474.67;489.47;568.32;501.59
Escola8480;PR;78;498.48;440.77;458.48;543.72;471.98
Escola8481;PR;95;512.14;509.37;470.82;540.76;468.78
Escola8482;PR;10;465.87;400;430.92;511.05;466.38
Escola8483;PR;18;511.94;495.56;482.71;534.94;480.75
Escola8484;PR;20;478.36;422;473.55;516.41;454.12
Escola8485;PR;54;505.2;430.37;468.71;540;470.54
Escola8486;PR;29;495.04;468.28;430.91;513.71;451.93
Escola8487;PR;64;501.89;501.25;463.97;531.65;476.06
Escola8488;PR;117;527.91;518.8;469.24;564.87;484.09
Escola8489;PR;40;477.62;422;435.89;521.23;457.43
Escola8490;PR;50;521.68;501.2;479.39;559.8;473.08
Escola8491;PR;30;611.84;718;702.33;657.27;632.05
Escola8492;PR;19;532.59;555.79;502.33;577.55;526.85
Escola8493;PR;22;477.22;469.09;480.45;526.12;454.29
Escola8494;PR;44;574.99;651.36;613.56;615.69;581.06
Escola8495;PR;138;541.38;563.77;539.34;579.54;532.05
Escola8496;PR;16;463.55;388.75;453.04;495.54;438.39
Escola8497;PR;82;537.18;510;480.05;577.73;499.94
Escola8498;PR;28;504.25;385;474.14;551.67;488.58
Escola8499;PR;25;545.9;553.6;530.7;589.38;532.4
Escola8500;PR;54;511.22;486.3;472.07;545.41;481.56
Escola8501;PR;75;486.44;451.73;437.22;524.96;460.61
Escola8502;PR;14;486.26;478.57;452.68;534.09;462.44
Escola8503;PR;64;514.11;499.38;480.28;548.34;493.81
Escola8504;PR;31;504.64;460.65;471.39;540.66;476.84
Escola8505;PR;33;474.32;409.09;448.29;527.07;477.33
Escola8506;PR;30;572.9;572;605.41;617.34;571.8
Escola8507;RJ;123;505.46;453.25;444.42;541.96;466.89
Escola8508;RJ;68;529.2;526.76;480.95;564.11;487.38
Escola8509;RJ;77;515.05;501.04;472.06;549.17;484.75
Escola8510;RJ;85;520.53;531.76;463.95;551.04;472.81
Escola8511;RJ;90;535.65;580;499.22;563.51;501.77
Escola8512;RJ;48;565.37;687.92;630.32;624.51;575.34
Escola8513;RJ;11;558.97;683.64;634.85;633.73;532.51
Escola8514;RJ;20;553.64;598;537.51;586.74;533.59
Escola8515;RJ;15;571.21;590.67;540.65;600.44;536.11
Escola8516;RJ;26;508.49;530.77;473.5;547.8;491.03
Escola8517;RJ;14;568.16;611.43;598.16;609.01;535.81
Escola8518;RJ;15;557.17;604;549.46;603.41;534.98
Escola8519;RJ;14;533.25;588.57;538.76;560.95;512.78
Escola8520;RJ;41;477.61;430.73;471.95;522.9;471.27
Escola8521;RJ;31;495.57;412.26;450.11;515.82;466.86
Escola8522;RJ;33;471.45;428.48;410.23;510.73;447.31
Escola8523;RJ;234;502.97;506.32;460.37;537.99;476.15
Escola8524;RJ;19;514.78;547.37;479.43;549.35;488.24
Escola8525;RJ;31;575.92;667.1;619.83;621.72;577.67
Escola8526;RJ;16;532.42;588.75;530.94;585.41;526.56
Escola8527;RJ;39;568.68;663.59;604.01;625.44;580.9
Escola8528;RJ;25;564.63;587.2;566.84;592.25;538.69
Escola8529;RJ;15;518.47;496;519.94;566.11;522.49
Escola8530;RJ;11;533.39;640;479.78;577.94;474.42
Escola8531;RJ;14;564.67;620;497.61;595.85;510.66
Escola8532;RJ;21;571.39;627.62;572.34;614.05;547.7
Escola8533;RJ;14;561.21;605.71;519.61;602.31;529.63
Escola8534;RJ;43;587.73;711.16;651.59;648.01;609.43
Escola8535;RJ;105;537.41;564.19;485.66;576.5;492.24
Escola8536;RJ;13;538.8;575.38;464.75;537.26;459.1
Escola8537;RJ;66;522.45;570.61;504.86;563.05;490.12
Escola8538;RJ;127;522.39;506.46;467.28;553.02;486.49
Escola8539;RJ;74;504.03;455.41;439.06;538.55;469.96
Escola8540;RJ;21;529.66;471.43;464.89;554.81;498.86
Escola8541;RJ;24;508.18;440;466.4;527.63;489.02
Escola8542;RJ;19;517.92;473.68;479.75;553.95;482.96
Escola8543;RJ;16;520.56;565;447.75;561.31;474.93
Escola8544;RJ;39;598.44;733.33;568.07;639.28;584.88
Escola8545;RJ;21;566.83;603.81;552.55;625.7;555.56
Escola8546;RJ;32;619.28;811.88;709.61;671.4;635.41
Escola8547;RJ;21;553.55;565.71;560.99;586;544.21
Escola8548;RJ;116;530.36;557.59;477.82;564.83;498.23
Escola8549;RJ;271;523.82;546.49;478.19;554.02;484.28
Escola8550;RJ;61;501.77;454.1;449.45;528.92;457.14
Escola8551;RJ;112;492.45;468.04;450.07;521.67;462.07
Escola8552;RJ;46;503.03;505.65;464.08;532.88;489.57
Escola8553;RJ;52;525.41;515;460.11;558.16;488.2
Escola8554;RJ;41;511.63;517.56;461.56;541.81;488.94
Escola8555;RJ;46;501.68;498.26;447.93;535.54;473.75
Escola8556;RJ;23;503.89;511.3;470.27;543.72;487.73
Escola8557;RJ;13;477.48;427.69;450.05;499.61;491.58
Escola8558;RJ;42;492.28;514.76;455.19;530.21;466.91
Escola8559;RJ;31;551.98;640.65;552.23;586.95;527.74
Escola8560;RJ;45;585.62;656.89;620.76;627.74;583.87
Escola8561;RJ;52;595.46;733.46;635.49;645.71;595.47
Escola8562;RJ;88;476.12;410.23;441.85;511.18;456.22
Escola8563;RJ;64;497.24;471.25;444.51;530.22;468.85
Escola8564;RJ;20;471.48;410;415.39;489.27;456.74
Escola8565;RJ;108;474.77;442.41;446.74;517.35;453.55
Escola8566;RJ;47;507.94;478.72;442.95;513.45;464.33
Escola8567;RJ;323;490.93;454.69;444.61;521.33;460.76
Escola8568;RJ;178;505.05;458.54;440.23;528.62;461.1
Escola8569;RJ;88;488.78;471.82;450.1;526.22;464.68
Escola8570;RJ;97;478.78;454.85;431.39;507.89;447.94
Escola8571;RJ;46;480.99;410;433.1;510.51;462.33
Escola8572;RJ;44;498.31;484.09;447.85;516.49;458.7
Escola8573;RJ;34;489.48;414.71;423.4;521.03;442.16
Escola8574;RJ;73;485.16;447.67;432.8;509.66;455.56
Escola8575;RJ;35;500.55;472;423.69;516.61;442.38
Escola8576;RJ;95;506.56;499.37;441.31;530.96;449.45
Escola8577;RJ;45;534.29;568.89;499.59;563.45;495.14
Escola8578;RJ;58;514.57;525.17;474.56;546.5;482.02
Escola8579;RJ;26;499.2;459.23;461.29;514.4;482.12
Escola8580;RJ;34;499.76;482.35;453.75;513.64;466.87
Escola8581;RJ;13;551.65;600;500.98;565.45;520.15
Escola8582;RJ;17;529.32;536.47;504.62;558.46;496.75
Escola8583;RJ;52;510.73;509.62;466.83;543.78;488.23
Escola8584;RJ;12;502.72;465;435.81;521.58;462.05
Escola8585;RJ;29;548.63;619.31;541.08;581.72;521.46
Escola8586;RJ;49;495.83;412.65;457.5;531.72;465.3
Escola8587;RJ;88;515.59;501.59;475.22;546.99;480.24
Escola8588;RJ;54;487.42;427.78;432.79;511.91;445.35
Escola8589;RJ;122;558.78;630.19;565.32;607.15;552.18
Escola8590;RJ;10;524.24;540;513.25;547.55;500.2
Escola8591;RJ;12;562.48;570;521.03;610.19;546.6
Escola8592;RJ;75;507.15;458.13;450.1;536.2;467.66
Escola8593;RJ;166;507.13;475.9;454.58;533;463.6
Escola8594;RJ;21;506.07;497.14;447.49;523.1;455.27
Escola8595;RJ;95;501.73;509.05;448.18;525.43;454.4
Escola8596;RJ;34;592.51;664.12;619.96;645.77;575.13
Escola8597;RJ;188;537.37;592.55;508.38;578.14;504.83
Escola8598;RJ;45;519.25;536.89;479.62;561.75;481.1
Escola8599;RJ;39;521.2;505.64;499.09;563.68;482.94
Escola8600;RJ;21;545.1;648.57;604.92;609.61;538.66
Escola8601;RJ;21;601.48;700.95;590.2;639.43;575.6
Escola8602;RJ;63;569.43;653.02;585.18;610.58;556.44
Escola8603;RJ;34;580.99;630.59;599.53;613.74;549.21
Escola8604;RJ;19;541.06;527.37;516.21;576.52;502.03
Escola8605;RJ;13;568.25;673.85;560.15;628.8;550.98
Escola8606;RJ;22;549.34;593.64;513.48;594.2;513.72
Escola8607;RJ;18;544.61;606.67;494.48;581.5;524.97
Escola8608;RJ;15;491.6;512;449.25;538.37;435.94
Escola8609;RJ;58;511.1;519.66;454.82;547.63;470.09
Escola8610;RJ;17;466.78;443.53;437.34;522.04;440.9
Escola8611;RJ;45;497.98;452.44;484.11;521.55;472.84
Escola8612;RJ;15;496.14;509.33;447.78;538.09;435.45
Escola8613;RJ;50;535.23;536.8;476.4;564.35;492.38
Escola8614;RJ;24;539.46;580;498.03;571.07;511.13
Escola8615;RJ;19;528.38;564.21;496.53;575.65;500.31
Escola8616;RJ;18;470.27;355.56;416.74;494.47;438.94
Escola8617;RJ;51;501.87;483.92;459.86;535.44;457.78
Escola8618;RJ;15;496.79;386.67;471.07;516.33;490.71
Escola8619;RJ;16;506.4;430;459.27;531.99;474.41
Escola8620;RJ;16;468.94;397.5;446.21;488.85;448.22
Escola8621;RJ;113;506.02;497.7;467.66;543.55;467.93
Escola8622;RJ;125;488.8;453.76;431;521.55;455.49
Escola8623;RJ;35;488.53;444;446.35;538.8;486.83
Escola8624;RJ;51;502.72;477.65;449.11;546.74;468.38
Escola8625;RJ;37;500.59;437.84;456.39;526.94;461.42
Escola8626;RJ;38;485.84;466.32;427.95;523.83;466.16
Escola8627;RJ;14;470.99;441.43;451.91;490.44;451.61
Escola8628;RJ;115;479.37;431.48;439.33;500.55;456.53
Escola8629;RJ;123;527.08;538.54;505.07;570.53;500.76
Escola8630;RJ;45;534.54;556.44;470.16;563.53;479.13
Escola8631;RJ;196;514.81;528.27;461.87;550.24;481.56
Escola8632;RJ;173;584.38;659.54;611.32;623.76;576.62
Escola8633;RJ;94;556.26;597.02;518.55;600.84;541.18
Escola8634;RJ;41;538.54;586.83;529.42;586.41;516.81
Escola8635;RJ;41;536.56;612.2;540.58;575.7;494.81
Escola8636;RJ;60;566.67;675;586.46;629.48;571.86
Escola8637;RJ;70;528.79;580;478.14;559.69;496.38
Escola8638;RJ;25;523.41;595.28;501.63;569.25;502.28
Escola8639;RJ;18;574.02;618.89;561.68;616.06;538.91
Escola8640;RJ;84;541.25;565.24;512.99;570.81;510.3
Escola8641;RJ;34;586.72;645.29;593.44;619.03;571.71
Escola8642;RJ;30;581.27;682;597.03;620.28;575.82
Escola8643;RJ;109;573.9;662.94;608.02;627.63;572.51
Escola8644;RJ;102;577.43;693.53;625.08;629.98;588.73
Escola8645;RJ;15;518.63;509.33;495.84;568.61;480.13
Escola8646;RJ;74;526.31;564.86;488.94;552.34;494.22
Escola8647;RJ;12;610.23;681.67;531.53;631.6;548.55
Escola8648;RJ;49;515.46;495.1;476.47;544.66;489.97
Escola8649;RJ;31;507.25;470.32;491.84;540.28;475.79
Escola8650;RJ;71;517.85;491.83;463.11;532.96;477.5
Escola8651;RJ;11;551.85;609.09;577.65;609.02;552.65
Escola8652;RJ;22;487.94;455.45;407.17;518.55;449.36
Escola8653;RJ;70;497.2;451.57;438.22;533.84;455.72
Escola8654;RJ;80;527.74;512.25;472.1;548.79;474.35
Escola8655;RJ;60;513.54;527.67;464.68;552.79;475.06
Escola8656;RJ;26;555.18;619.23;522.27;583.01;516.51
Escola8657;RJ;13;561.97;573.85;568.21;601.76;529.44
Escola8658;RJ;15;562.33;584;576.27;616.14;540.57
Escola8659;RJ;46;513.46;482.17;431.88;541.2;460.46
Escola8660;RJ;70;494.38;474.29;452.31;523.01;456.67
Escola8661;RJ;18;534.88;541.11;498.93;559.76;514.77
Escola8662;RJ;74;510.57;470.81;449.91;526.91;473.56
Escola8663;RJ;24;512.04;542.5;436.87;522.82;458.86
Escola8664;RJ;22;581.97;663.64;516.44;605.53;545.6
Escola8665;RJ;12;542.18;615;552.88;577.4;537.05
Escola8666;RJ;15;540.01;510.67;466.64;564.55;511.1
Escola8667;RJ;26;541.91;502.31;528.09;569.95;492.65
Escola8668;RJ;118;497.66;516.27;448.99;532.87;456.59
Escola8669;RJ;37;503.45;472.43;465.15;529.57;485.23
Escola8670;RJ;16;487.26;501.25;439.19;508.54;451.6
Escola8671;RJ;15;498.92;428;434.26;521.38;444.68
Escola8672;RJ;91;501.44;480.22;438.87;528.82;476.57
Escola8673;RJ;34;492.88;470.59;454.44;534.63;475.94
Escola8674;RJ;155;503.41;494.4;450.51;532.11;463.26
Escola8675;RJ;26;489.07;365.38;439.03;518.26;448.45
Escola8676;RJ;74;479.35;405.14;443.13;503.36;461.97
Escola8677;RJ;47;479.06;382.55;430;504.07;434.47
Escola8678;RJ;51;505.83;441.18;463.14;533.74;479.36
Escola8679;RJ;28;506.83;410.71;423.77;528.97;451.3
Escola8680;RJ;97;498.33;483.3;460.17;534.37;470.13
Escola8681;RJ;56;472.11;438.21;424.6;521.68;459.92
Escola8682;RJ;68;507.56;473.24;450.56;544.08;465.85
Escola8683;RJ;10;529.3;512;468.78;556.23;453.31
Escola8684;RJ;175;504.98;489.98;447;526.06;454.04
Escola8685;RJ;29;491.65;406.21;440.6;501.64;463.57
Escola8686;RJ;99;514.24;494.34;447.02;529.9;471.05
Escola8687;RJ;41;519.24;489.27;478.43;540.99;479.14
Escola8688;RJ;17;502.66;488.24;419.42;531.35;470.98
Escola8689;RJ;82;492.92;431.95;432.32;517.58;469.42
Escola8690;RJ;93;516.5;513.33;462;539.37;484.4
Escola8691;RJ;47;503.7;445.11;436.82;519.63;441.44
Escola8692;RJ;143;527.69;558.32;506.68;565.23;507.47
Escola8693;RJ;14;480.16;430;442.86;503.61;447.56
Escola8694;RJ;53;505.7;461.13;440.98;532.86;467.47
Escola8695;RJ;104;499.27;486.92;459.86;529.9;468.57
Escola8696;RJ;51;483.73;411.76;433.13;510.37;451.23
Escola8697;RJ;98;529.26;537.96;485.11;575.8;506.41
Escola8698;RJ;98;597.23;753.88;659.64;659.37;604.63
Escola8699;RJ;20;514.51;480;484.12;552.36;487.17
Escola8700;RJ;47;556.83;625.53;524.07;593.65;546.92
Escola8701;RJ;147;565.68;657.01;554.6;609.93;550.83
Escola8702;RJ;50;533.19;502.4;515.08;566.8;509.95
Escola8703;RJ;10;509.27;504;448.46;517.62;490.4
Escola8704;RJ;123;514.23;521.63;462.1;548.28;475.48
Escola8705;RJ;24;535.58;580.83;512.79;565.22;505.91
Escola8706;RJ;106;559.58;696.98;537.45;611.46;543.35
Escola8707;RJ;15;529.63;521.33;455.61;534.59;450.59
Escola8708;RJ;16;523.56;521.25;468.8;555.82;499.12
Escola8709;RJ;74;503.78;524.32;480.94;535.06;476.64
Escola8710;RJ;102;524.76;550.98;479.31;568.62;503.9
Escola8711;RJ;41;530.28;548.78;508.01;563.72;523.73
Escola8712;RJ;197;555.59;589.24;542.53;595.13;538.15
Escola8713;RJ;18;513.44;575.56;503.51;566.12;492.24
Escola8714;RJ;111;532.57;569.91;510.09;569.12;512.91
Escola8715;RJ;44;517.26;499.09;457.05;529.92;473.53
Escola8716;RJ;142;520.52;491.41;455.52;542.34;478.62
Escola8717;RJ;20;467.14;322;400.68;479.15;467.38
Escola8718;RJ;13;490.03;426.15;439.49;513.25;471.08
Escola8719;RJ;135;500.6;464;444.81;529.38;467.48
Escola8720;RJ;26;560.6;635.38;600.9;619.37;586.1
Escola8721;RJ;28;496.48;500.71;451.45;525.2;483.86
Escola8722;RJ;122;500.29;462.79;455.1;526.74;464.26
Escola8723;RJ;13;489.85;556.92;441.84;539.94;500.58
Escola8724;RJ;12;453.29;470;440.2;495.86;426.89
Escola8725;RJ;30;489.28;394.67;441.05;511.95;448.29
Escola8726;RJ;170;502.65;491.53;464.14;532.79;468.41
Escola8727;RJ;147;502.14;488.16;440.53;526.87;466.47
Escola8728;RJ;74;489.07;460.54;445.05;520.07;468.66
Escola8729;RJ;31;479.92;375.48;410.36;500.37;432.52
Escola8730;RJ;43;511.98;469.77;446.64;547.71;471.33
Escola8731;RJ;41;508.8;489.76;469.51;536.74;483.5
Escola8732;RJ;129;508.71;451.63;465;539.15;471.35
Escola8733;RJ;24;558.98;578.33;542.84;593.73;521.05
Escola8734;RJ;28;547;563.57;541.19;576.24;522.76
Escola8735;RJ;19;527.64;533.68;498.07;566.03;480.24
Escola8736;RJ;11;542.95;630.91;505.37;582.01;526.3
Escola8737;RJ;13;551.5;603.08;511.67;587.95;497.81
Escola8738;RJ;70;573.47;683.14;529.11;609.4;543.58
Escola8739;RJ;18;557.47;591.11;436.83;568.38;479.5
Escola8740;RJ;14;499.19;555.71;510.8;567.46;510.01
Escola8741;RJ;12;551.23;585;497.93;574.78;490.78
Escola8742;RJ;20;534.24;664;515.96;594.6;529.65
Escola8743;RJ;18;548.7;591.11;490.58;588.9;504.49
Escola8744;RJ;21;548.9;497.14;495.34;564.22;491.68
Escola8745;RJ;167;500.37;483.11;433.17;537.31;462.1
Escola8746;RJ;26;516.62;509.23;478.23;535.72;485.15
Escola8747;RJ;93;496.54;464.09;443.54;525.12;476.13
Escola8748;RJ;24;552.88;621.67;520.13;602.22;535.99
Escola8749;RJ;47;532.43;543.83;483.66;561.99;497.73
Escola8750;RJ;81;507.34;471.11;490.95;549.97;486.59
Escola8751;RJ;17;526.15;547.06;510.08;558.72;501.94
Escola8752;RJ;12;490.65;555;460.14;533.33;486.41
Escola8753;RJ;55;515.59;534.18;471.57;543.92;495.96
Escola8754;RJ;35;505.11;549.71;476.42;547.1;484.59
Escola8755;RJ;92;519.07;541.3;479.05;550.43;489.87
Escola8756;RJ;14;522.04;525.71;450.46;555.74;488.84
Escola8757;RJ;18;485.61;457.78;475.47;517.09;470.12
Escola8758;RJ;21;500.1;500;448.53;532.83;462.81
Escola8759;RJ;30;561.73;603.33;577.82;607.64;528.98
Escola8760;RJ;22;588.2;723.64;633.92;630.21;586.76
Escola8761;RJ;19;491.45;461.05;444.44;532.89;438.06
Escola8762;RJ;16;488.58;420.63;458.23;521.01;500.98
Escola8763;RJ;138;521.68;536.23;473.62;543.48;475.6
Escola8764;RJ;35;487.36;457.14;461.31;529;472.09
Escola8765;RJ;57;515.26;447.72;464.07;541.61;463.86
Escola8766;RJ;12;505.69;515;470.85;529.06;475.45
Escola8767;RJ;26;503.56;448.46;450.12;537.61;481.4
Escola8768;RJ;16;523.62;518.75;497.69;541.07;482.66
Escola8769;RJ;71;514.67;480.56;454.31;538.71;467.72
Escola8770;RJ;56;578.2;636.43;575.11;623.96;550.62
